web-scraper-order,web-scraper-start-url,Technology,name,sector,location
"1643580428-5495","https://500.co/companies","-","Quiks Frozen","Supply Chain & Logistics","Indonesia"
"1643580428-4773","https://500.co/companies","SaaS","Intellikom","Market intel","Spain"
"1643580428-4040","https://500.co/companies","On-demand / Delivery","Chaldal","Cryptocurrency","Bangladesh"
"1643580428-3709","https://500.co/companies","SaaS","Algolia","Developer Tools","US"
"1643580428-5239","https://500.co/companies","Direct service","OLSET","Travel / Hospitality","US"
"1643580428-4239","https://500.co/companies","-","Dentacarts","Procurement","Egypt"
"1643580428-5377","https://500.co/companies","Direct service","Plant Cartridge","Agtech","Malaysia"
"1643580428-4381","https://500.co/companies","E-Commerce","Eyewa","Home & Personal","UAE"
"1643580428-5421","https://500.co/companies","-","Portier","Travel / Hospitality","Hong Kong"
"1643580428-4017","https://500.co/companies","Marketplace","CareGuide","Patient services","Canada"
"1643580428-4064","https://500.co/companies","SaaS","Chisel","Govtech","Canada"
"1643580428-3748","https://500.co/companies","Marketplace","AngelList","Lending / Investments","US"
"1643580428-5053","https://500.co/companies","SaaS","Melodics","College / Continuing education","New Zealand"
"1643580428-5971","https://500.co/companies","Marketplace","Tipitop","Vehicle dealer","Mexico"
"1643580428-5123","https://500.co/companies","SaaS","MoPix","Media production","US"
"1643580428-4454","https://500.co/companies","SaaS","Flixel","Media production","Canada"
"1643580428-5894","https://500.co/companies","-","Tales","-","-"
"1643580428-4725","https://500.co/companies","SaaS","IDWall","Security & Storage","Brazil"
"1643580428-5290","https://500.co/companies","O2O","OxfordCaps","Housing & Real Estate","Singapore"
"1643580428-4258","https://500.co/companies","Direct service","Disrupt","Professional training","Thailand"
"1643580428-4266","https://500.co/companies","Cloud / Content","Dojo","Fitness","US"
"1643580428-3992","https://500.co/companies","Direct service","ButtonSoup","Professional services","South Korea"
"1643580428-5845","https://500.co/companies","O2O","Student Inn","Realty / Rentals","Ireland"
"1643580428-4692","https://500.co/companies","SaaS","Hook.Mobile","Developer tools","Austria"
"1643580428-3859","https://500.co/companies","SaaS","Beam","Credit & Lending","US"
"1643580428-4172","https://500.co/companies","Mobile","CreditKarma","Financial infrastructure","US"
"1643580428-5167","https://500.co/companies","TMT, CleanTech, Big Data, Artificial Intelligence & Machine Learning","Nanogrid,NanoGrid Technologies","Energy","US"
"1643580428-3914","https://500.co/companies","-","BlockVigil","Developer tools","US"
"1643580428-5221","https://500.co/companies","SaaS","nurseVersity","Professional training","US"
"1643580428-5026","https://500.co/companies","On-demand / Delivery","ManPacks","Consumer eCom","Canada"
"1643580428-3791","https://500.co/companies","Direct service","Asiabiome","Biotech","Hong Kong"
"1643580428-6094","https://500.co/companies","O2O","Vayable","Travel / Hospitality","US"
"1643580428-4241","https://500.co/companies","SaaS","Department of Better Technology","Govtech","US"
"1643580428-4764","https://500.co/companies","SaaS","InSparq","Adtech / Martech","US"
"1643580428-5297","https://500.co/companies","FinTech","Pagaris","Credit & Lending","Mexico"
"1643580428-3722","https://500.co/companies","Direct service","Alodokter","Medical advice","Indonesia"
"1643580428-5636","https://500.co/companies","SaaS","Seed CX","Lending / Investments","US"
"1643580428-5094","https://500.co/companies","On-demand / Delivery","Mitssy","Consumer eCom","Vietnam"
"1643580428-4691","https://500.co/companies","On-demand / Delivery","Honest Brew","Home & Personal","UK"
"1643580428-4937","https://500.co/companies","SaaS","Legal Marketing Innovations","Marketing & Sales","US"
"1643580428-4635","https://500.co/companies","TMT, SaaS, Mobile, FoodTech, E-Commerce","Haseel","-","Saudi Arabia"
"1643580428-4380","https://500.co/companies","SaaS","Eyes on Freight","Logistics","US"
"1643580428-4276","https://500.co/companies","SaaS","Driven Labs","ERP","US"
"1643580428-4572","https://500.co/companies","TMT, SaaS, Mobile, FoodTech, E-Commerce","GoodsMart International","Home & Personal","Egypt"
"1643580428-4950","https://500.co/companies","Mobile","Lexity","Adtech / Martech","US"
"1643580428-5158","https://500.co/companies","SaaS","mynurse.ai","Healthcare IT & Operations","US"
"1643580428-4256","https://500.co/companies","Direct service","DishDash","Food","Singapore"
"1643580428-4399","https://500.co/companies","SaaS","FarMart Service","Credit & Lending","India"
"1643580428-6260","https://500.co/companies","Direct sale","Your Superfoods","Food","Netherlands"
"1643580428-3707","https://500.co/companies","Mobile","Alfred x Camera","Security & Storage","US"
"1643580428-5237","https://500.co/companies","Cloud / Content","OKpanda","College / Continuing education","Japan"
"1643580428-5905","https://500.co/companies","Mobile","Tappy","Social media","Vietnam"
"1643580428-3893","https://500.co/companies","Marketplace","Binpress","Developer tools","US"
"1643580428-5728","https://500.co/companies","SaaS","Skry","Developer tools","US"
"1643580428-4294","https://500.co/companies","SaaS","Easyship","Logistics","Hong Kong"
"1643580428-5355","https://500.co/companies","On-demand / Delivery","PicPlum","Media production","US"
"1643580428-4013","https://500.co/companies","SaaS","Cardlife","Accounting / Audit","UK"
"1643580428-6126","https://500.co/companies","EdTech","Virtual Internship Partners","Job & Career Service","Vietnam"
"1643580428-3941","https://500.co/companies","On-demand / Delivery","Boon + Gable","Fashion","US"
"1643580428-4921","https://500.co/companies","On-demand / Delivery","LE TOTE","Fashion","US"
"1643580428-4476","https://500.co/companies","Marketplace","Forrst","Media production","US"
"1643580428-5462","https://500.co/companies","Direct sale","Prynt","Consumer eCom","US"
"1643580428-4623","https://500.co/companies","Direct sale","HAMAMA","Consumer Wellness","US"
"1643580428-5870","https://500.co/companies","SaaS","Svastia","Healthcare ERP","UK"
"1643580428-4469","https://500.co/companies","SaaS","Fontacto","IT tools","Mexico"
"1643580428-4278","https://500.co/companies","SaaS","Dropifi","Market intel","Ghana"
"1643580428-3891","https://500.co/companies","SaaS","BillTrim","Finance & Accounting","US"
"1643580428-6082","https://500.co/companies","-","UTrust","Cryptocurrency","Switzerland"
"1643580428-5222","https://500.co/companies","Direct sale","Nuve","Security","US"
"1643580428-3665","https://500.co/companies","-","Aadhaar","Retail","India"
"1643580428-5784","https://500.co/companies","E-Commerce","Speero","-","Saudi Arabia"
"1643580428-5193","https://500.co/companies","SaaS","Next Play","Personnel / Benefits","US"
"1643580428-4095","https://500.co/companies","On-demand / Delivery","Clothes Horse","Fashion","US"
"1643580428-6029","https://500.co/companies","SaaS","Trustdock","Security","Japan"
"1643580428-4690","https://500.co/companies","E-Commerce","Homzmart","-","Egypt"
"1643580428-3684","https://500.co/companies","SaaS","Adphorus","Adtech / Martech","Turkey"
"1643580428-5902","https://500.co/companies","Mobile","TapCanvas","Developer Tools","US"
"1643580428-5720","https://500.co/companies","SaaS","Sixa","Developer tools","US"
"1643580428-4214","https://500.co/companies","Cloud / Content","Dailyworth","Asset Management","US"
"1643580428-5283","https://500.co/companies","SaaS","Otter","Productivity","US"
"1643580428-6168","https://500.co/companies","Marketplace","WaystoCap","Procurement","Morocco"
"1643580428-5127","https://500.co/companies","Cloud / Content","Motion Math","K-12","US"
"1643580428-5178","https://500.co/companies","Mobile, FinTech","Net Worth Consulting Wealth Management","-","Mexico"
"1643580428-3877","https://500.co/companies","Cloud / Content","Besuccess","Financial research","South Korea"
"1643580428-5998","https://500.co/companies","SaaS","Tramonex","Payments","UK"
"1643580428-4325","https://500.co/companies","Direct service","Ematic Solutions","Adtech / Martech","Singapore"
"1643580428-5548","https://500.co/companies","O2O","Relevant Mobile","CRM / Customer success","US"
"1643580428-4053","https://500.co/companies","On-demand / Delivery","ChefonDemand","Food","Philippines"
"1643580428-5991","https://500.co/companies","SaaS","Tradegecko","Logistics","Singapore"
"1643580428-3796","https://500.co/companies","SaaS","Astronomer","Developer Tools","US"
"1643580428-4032","https://500.co/companies","SaaS","Causera","Social media","US"
"1643580428-4861","https://500.co/companies","Direct sale","KiLife","Children / Toys","US"
"1643580428-4603","https://500.co/companies","SaaS","Growbots","Market intel","Poland"
"1643580428-5741","https://500.co/companies","On-demand / Delivery","Smith","Property management","US"
"1643580428-5682","https://500.co/companies","-","Shoppa","-","-"
"1643580428-4595","https://500.co/companies","SaaS","GridCure","Energy","Canada"
"1643580428-4797","https://500.co/companies","Direct sale","Ivee","Consumer eCom","US"
"1643580428-5414","https://500.co/companies","On-demand / Delivery","PopBasic","Fashion","US"
"1643580428-5921","https://500.co/companies","On-demand / Delivery","Techmate","IT tools","US"
"1643580428-5215","https://500.co/companies","FinTech","Nowpay","Credit & Lending","US"
"1643580428-5275","https://500.co/companies","SaaS","Origa Renting","Lending / Investments","India"
"1643580428-4311","https://500.co/companies","SaaS","Ejen2u","Productivity","Malaysia"
"1643580428-5468","https://500.co/companies","Cloud / Content","PUBLY","Journalism & Blogs","South Korea"
"1643580428-5999","https://500.co/companies","Mobile","Trance","Social media","US"
"1643580428-6064","https://500.co/companies","SaaS","uNow","Education ERP","US"
"1643580428-4687","https://500.co/companies","On-demand / Delivery","HomeJoy","Property management","US"
"1643580428-5305","https://500.co/companies","Mobile","Pangea","IT tools","US"
"1643580428-5176","https://500.co/companies","On-demand / Delivery","Nestready","Housing & Real Estate","US"
"1643580428-4121","https://500.co/companies","SaaS","CollegeBacker","Asset Management","US"
"1643580428-6241","https://500.co/companies","SaaS","XtGem","IT tools","Lithuania"
"1643580428-6293","https://500.co/companies","SaaS","Zozi","Payments","Canada"
"1643580428-6258","https://500.co/companies","Real Estate Technology, Mobile","YouHomes","-","Vietnam"
"1643580428-6171","https://500.co/companies","SaaS","Weav Music","Media production","UK"
"1643580428-5559","https://500.co/companies","SaaS","Repairy","CRM / Customer success","UK"
"1643580428-4605","https://500.co/companies","SaaS","Growth Boulevard","Market intel","Brazil"
"1643580428-4039","https://500.co/companies","SaaS","Chain","Developer tools","US"
"1643580428-4541","https://500.co/companies","Direct service","Gili","Supply Chain & Logistics","Singapore"
"1643580428-5371","https://500.co/companies","Mobile","PixOwl","Gaming / eSports","US"
"1643580428-3788","https://500.co/companies","SaaS","Artivest","Lending / Investments","US"
"1643580428-4486","https://500.co/companies","SaaS","Freshop","ERP","US"
"1643580428-5523","https://500.co/companies","Direct sale","Raw Apothecary","Home & Personal","Mexico"
"1643580428-6080","https://500.co/companies","SaaS","UseTrace","Developer Tools","Finland"
"1643580428-5078","https://500.co/companies","SaaS","Mienvío","Logistics","Mexico"
"1643580428-4858","https://500.co/companies","HealthTech, FemTech","Kiira","-","US"
"1643580428-4925","https://500.co/companies","SaaS","LeadScanr","Adtech / Martech","Russia"
"1643580428-5526","https://500.co/companies","SaaS","Ready For Zero","Financial research","US"
"1643580428-5790","https://500.co/companies","SaaS","Split","Payments","Singapore"
"1643580428-4520","https://500.co/companies","SaaS","Gazehawk","Market intel","US"
"1643580428-4250","https://500.co/companies","SaaS","Digital Mortar","Logistics","US"
"1643580428-6175","https://500.co/companies","SaaS","WeDidIt","Grants / Donations","US"
"1643580428-5729","https://500.co/companies","Mobile","Skygiraffe","Developer tools","Israel"
"1643580428-5104","https://500.co/companies","-","Modesta","-","-"
"1643580428-4544","https://500.co/companies","On-demand / Delivery","Ginja","Food","Thailand"
"1643580428-4914","https://500.co/companies","Cloud / Content","Launchbit","Adtech / Martech","US"
"1643580428-5766","https://500.co/companies","On-demand / Delivery","Sonoma","Food","Brazil"
"1643580428-5262","https://500.co/companies","EdTech","OpenDurian","K-12","Thailand"
"1643580428-5740","https://500.co/companies","SaaS","Smile Identity","Security","US, South Africa"
"1643580428-4390","https://500.co/companies","Mobile, E-Commerce, Artificial Intelligence & Machine Learning","Fakespot","Security & Storage","US"
"1643580428-4298","https://500.co/companies","Direct service, On-demand / Delivery","Eatsii","Food","Indonesia"
"1643580428-5182","https://500.co/companies","Direct service","Neuron Mobility","Transportation Services","Singapore"
"1643580428-5911","https://500.co/companies","SaaS","Tasytt","Collaboration","Canada"
"1643580428-4072","https://500.co/companies","Real Estate Technology","Circle for Programming Electronic Applications","-","Egypt"
"1643580428-6041","https://500.co/companies","SaaS","Twilio","Developer Tools","US"
"1643580428-3708","https://500.co/companies","SaaS","AlgoDriven","Automotive","UAE"
"1643580428-4640","https://500.co/companies","On-demand / Delivery","Hazel Lane","Consumer eCom","US"
